caso_id,intervencion_fecha,intervencion_hora,victima_embarazo,victima_edad,victima_genero,victima_nacionalidad,victima_discapacidad,violencia_tipo,agresor_relacion_victima
373132.0,2018-04-18,14:30,NO,,Masculino,Argentina,NO,Psicológica,Padre
373132.0,2018-04-18,21:45,NO,,Masculino,Argentina,NS/NC,Psicológica,Padre
373143.0,2018-04-19,01:30,NS/NC,19,Femenino,Peruana,NO,Física,Ex pareja
373137.0,2018-04-19,09:00,NO,16,Femenino,Argentina,NO,Física,Padre
373132.0,2018-04-19,09:00,NO,20,Femenino,Paraguaya,NS/NC,Física,Pareja
362685.0,2018-04-19,09:00,NO,41,Femenino,Argentina,NS/NC,Sexual,Padre
373137.0,2018-04-19,09:00,NO,38,Femenino,Argentina,NS/NC,Física,Pareja
373132.0,2018-04-19,09:00,NO,,Masculino,Argentina,NS/NC,Física,Padre
373161.0,2018-04-20,21:30,NO,34,Femenino,Otra,NO,Física,Pareja
373161.0,2018-04-20,09:00,NS/NC,34,Femenino,Otra,NS/NC,Física,Pareja
235330.0,2018-04-20,20:30,NS/NC,32,Femenino,Argentina,NO,Física,Pareja
373193.0,2018-04-21,20:00,NO,4,Femenino,Argentina,NS/NC,Psicológica,Padre
373183.0,2018-04-21,03:00,NO,,Masculino,Argentina,NS/NC,Física,Padre
373198.0,2018-04-21,15:00,NO,23,Femenino,Argentina,NO,Física,Pareja
373183.0,2018-04-21,03:00,NO,29,Femenino,Otra,NO,Física,Pareja
373193.0,2018-04-21,20:00,NS/NC,23,Femenino,Argentina,NS/NC,Física,Pareja
373183.0,2018-04-21,03:00,NO,,Femenino,Argentina,NS/NC,Física,Padre
373193.0,2018-04-21,20:00,NO,2,Masculino,Argentina,NS/NC,Psicológica,Padre
373193.0,2018-04-21,20:00,NS/NC,16,Masculino,Argentina,NS/NC,Psicológica,Otra/o conviviente
373238.0,2018-04-23,10:00,NO,18,Femenino,Argentina,NO,Económica y física,Padre
373251.0,2018-04-23,20:00,NO,86,Femenino,Argentina,SI,Física,Hijo/a
373251.0,2018-04-24,10:30,NO,86,Femenino,Argentina,SI,Física,Hijo/a
373115.0,2018-04-25,23:30,NO,54,Femenino,Paraguaya,NS/NC,Psicológica,Hijo/a
373115.0,2018-04-25,23:30,NO,13,Masculino,Argentina,NO,Psicológica,Padre
373115.0,2018-04-25,23:30,NO,43,Femenino,Paraguaya,NO,Económica y física,Ex pareja
373115.0,2018-04-25,23:30,NO,6,Masculino,Argentina,NS/NC,Psicológica,Padre
373301.0,2018-04-26,00:00,NO,10,Masculino,Argentina,NO,Física,Padre
373301.0,2018-04-26,09:30,NS/NC,40,Femenino,Paraguaya,NS/NC,Económica y física,Pareja
373301.0,2018-04-26,00:00,NO,40,Femenino,Paraguaya,NO,Física,Pareja
373307.0,2018-04-26,11:00,NO,27,Femenino,Peruana,NO,Física,Pareja
373316.0,2018-04-27,11:00,NO,10,Masculino,Argentina,NO,Psicológica,Padre
373316.0,2018-04-27,11:00,NO,35,Femenino,Argentina,NO,Física,Pareja
373328.0,2018-04-28,21:00,NO,,Masculino,Argentina,NS/NC,Psicológica,Padre
373328.0,2018-04-28,21:00,NS/NC,24,Femenino,Argentina,NS/NC,Física,Ex pareja
20362.0,2018-04-28,10:00,NO,77,Femenino,Argentina,NO,Física,Hijo/a
373328.0,2018-04-28,21:00,NO,4,Femenino,Argentina,NS/NC,Física,Padre
20362.0,2018-04-28,10:00,NO,78,Masculino,Argentina,NO,Física,Hijo/a
156723.0,2018-04-29,15:30,NO,41,Femenino,Paraguaya,NS/NC,Psicológica,Pareja
373380.0,2018-04-30,23:30,NO,2,Femenino,Argentina,NS/NC,Física,Padre
373380.0,2018-04-30,23:30,NS/NC,17,Femenino,Argentina,NS/NC,Física,Pareja
373363.0,2018-04-30,10:30,NO,67,Masculino,Argentina,NO,Física,Hijo/a
373386.0,2018-05-01,20:00,NS/NC,39,Femenino,Argentina,NS/NC,Física,Pareja
373401.0,2018-05-01,11:50,NO,33,Femenino,Argentina,NO,Física,Hermano/a
373380.0,2018-05-01,10:30,NO,2,Femenino,Argentina,NS/NC,Física,Padre
373386.0,2018-05-01,20:00,NS/NC,2,Femenino,Argentina,NS/NC,Psicológica,Padre
373384.0,2018-05-01,09:00,NO,21,Femenino,Argentina,NO,Física,Pareja
373380.0,2018-05-01,10:30,NO,17,Femenino,Argentina,NS/NC,Física,Pareja
373401.0,2018-05-01,11:50,NO,45,Masculino,Argentina,NO,Física,Otra/o conviviente
373386.0,2018-05-01,20:00,NS/NC,5,Masculino,Argentina,NO,Psicológica,Padre
373386.0,2018-05-01,20:00,NO,3,Masculino,Argentina,SI,Psicológica,Padre
373380.0,2018-05-02,09:00,NO,17,Femenino,Argentina,NS/NC,Física,Pareja
373380.0,2018-05-02,09:00,NO,2,Femenino,Argentina,NS/NC,Física,Padre
373402.0,2018-05-02,10:00,NO,11,Masculino,Argentina,NS/NC,Física,Madre
373434.0,2018-05-03,12:00,NO,12,Masculino,Argentina,NS/NC,Psicológica,Padre
177994.0,2018-05-03,09:00,NO,5,Masculino,Argentina,SI,Psicológica,Padre
373428.0,2018-05-03,09:20,NO,4,Masculino,Argentina,NS/NC,Física,Padrastro
373384.0,2018-05-03,08:00,NO,21,Femenino,Argentina,NO,Física,Pareja
373428.0,2018-05-03,09:20,NO,25,Femenino,Argentina,NO,Económica y física,Pareja
177994.0,2018-05-03,09:00,NO,25,Femenino,Uruguaya,NO,Física,Pareja
373434.0,2018-05-03,12:00,NS/NC,34,Masculino,Argentina,NS/NC,Física,Pareja
373434.0,2018-05-03,12:00,NO,2,Masculino,Argentina,NO,Psicológica,Padre
373428.0,2018-05-03,09:20,NO,,Masculino,Argentina,NS/NC,Física,Padre
373428.0,2018-05-04,08:30,NS/NC,,Masculino,Argentina,NO,Psicológica,Padre
373456.0,2018-05-04,15:00,SI,21,Femenino,Argentina,NO,Física,Hermano/a
373428.0,2018-05-04,08:30,NS/NC,25,Femenino,Argentina,NS/NC,Psicológica,Pareja
373428.0,2018-05-04,08:30,NO,4,Masculino,Argentina,NS/NC,Física,Padrastro
373480.0,2018-05-05,14:30,NO,35,Femenino,Argentina,NO,Psicológica,Ex pareja
373251.0,2018-05-05,09:00,NO,86,Femenino,Argentina,SI,Física,Hijo/a
373480.0,2018-05-05,23:00,NS/NC,35,Femenino,Argentina,NO,Psicológica,Ex pareja
373478.0,2018-05-05,13:45,NO,31,Masculino,Argentina,NO,Física,Ex pareja
361499.0,2018-05-06,09:00,NO,45,Femenino,Argentina,NS/NC,Psicológica,Ex pareja
373506.0,2018-05-06,11:40,NO,10,Femenino,Argentina,NO,Psicológica,Padre
373506.0,2018-05-06,11:40,NO,36,Femenino,Argentina,NO,Económica y física,Pareja
373506.0,2018-05-06,11:40,NO,11,Masculino,Argentina,NO,Física,Padre
373506.0,2018-05-06,11:40,NO,7,Masculino,Argentina,NO,Psicológica,Padre
362429.0,2018-05-07,20:30,NO,24,Femenino,Argentina,NS/NC,Física y Sexual,Ex pareja
373513.0,2018-05-07,13:55,NO,3,Femenino,Argentina,NS/NC,Psicológica,Padre
373514.0,2018-05-07,15:00,NO,3,Femenino,Argentina,NO,Psicológica,Padre
373514.0,2018-05-07,15:00,NO,25,Femenino,Boliviana,NO,Física,Pareja
373480.0,2018-05-07,10:00,NO,35,Femenino,Argentina,NO,Física,Ex pareja
373514.0,2018-05-07,15:00,NO,5,Femenino,Argentina,NO,Psicológica,Padre
373514.0,2018-05-07,15:00,NO,2,Femenino,Argentina,NO,Psicológica,Padre
373513.0,2018-05-07,13:55,NS/NC,25,Femenino,Argentina,NS/NC,Física,Pareja
373513.0,2018-05-07,13:55,NO,,Femenino,Argentina,NS/NC,Psicológica,Padre
373513.0,2018-05-07,13:55,NO,2,Masculino,Argentina,NS/NC,Psicológica,Padre
373505.0,2018-05-07,09:00,NO,76,Masculino,Argentina,NS/NC,Física,Hijo/a
373546.0,2018-05-08,22:30,NS/NC,5,Masculino,Argentina,NS/NC,Psicológica,Padre
373530.0,2018-05-08,09:30,NO,30,Femenino,Argentina,SI,Física,Pareja
373546.0,2018-05-08,22:30,NO,26,Femenino,Argentina,NO,Física,Ex pareja
373514.0,2018-05-08,08:00,NS/NC,25,Femenino,Boliviana,NO,Física,Pareja
373530.0,2018-05-08,09:30,NO,,Masculino,Argentina,NO,Psicológica,Padre
373546.0,2018-05-08,22:30,NS/NC,2,Masculino,Argentina,NS/NC,Psicológica,Padre
373547.0,2018-05-08,23:00,NO,7,Masculino,Argentina,NS/NC,Física,Madre
235584.0,2018-05-10,15:00,NO,24,Femenino,Argentina,NO,Física,Pareja
147825.0,2018-05-10,00:00,NS/NC,46,Femenino,Argentina,NS/NC,Física,Pareja
235584.0,2018-05-10,15:00,NO,7,Femenino,Argentina,NO,Psicológica,Padrastro
235584.0,2018-05-10,15:00,NO,3,Masculino,Argentina,NO,Psicológica,Padre
235584.0,2018-05-10,15:00,NO,5,Masculino,Argentina,NO,Psicológica,Padre
235584.0,2018-05-10,15:00,NO,8,Masculino,Argentina,NO,Psicológica,Padrastro
373590.0,2018-05-11,10:30,NO,4,Masculino,Argentina,NS/NC,Psicológica,Padre
373590.0,2018-05-11,10:30,NO,33,Femenino,Argentina,NO,Física,Pareja
373592.0,2018-05-11,12:30,SI,27,Femenino,Argentina,NS/NC,Física,Pareja
373590.0,2018-05-11,10:30,NO,,Masculino,Argentina,NS/NC,Psicológica,Padre
373620.0,2018-05-12,16:30,NS/NC,13,Femenino,Argentina,NO,Física,Padre
373620.0,2018-05-12,16:30,NO,37,Femenino,Argentina,NO,Psicológica,Pareja
373620.0,2018-05-12,16:30,NS/NC,,Masculino,Argentina,NO,Psicológica,Padre
373620.0,2018-05-12,16:30,NO,15,Masculino,Argentina,NO,Psicológica,Padre
373620.0,2018-05-12,16:30,NS/NC,17,Masculino,Argentina,NO,Física,Padre
373652.0,2018-05-14,11:45,NO,,Masculino,Argentina,NS/NC,Psicológica,Padre
373647.0,2018-05-14,01:30,NO,21,Femenino,Argentina,SI,Física,Pareja
373652.0,2018-05-14,11:45,NO,20,Femenino,Argentina,SI,Física y Sexual,Ex pareja
373667.0,2018-05-15,20:00,NO,,Femenino,Argentina,NO,Física y Sexual,Padre
373665.0,2018-05-15,04:40,NO,5,Femenino,Argentina,NO,Psicológica,Padre
373667.0,2018-05-15,11:30,NO,,Femenino,Argentina,NO,Física,Padre
373667.0,2018-05-15,11:30,NO,21,Femenino,Boliviana,NO,Física y Sexual,Pareja
373665.0,2018-05-15,04:40,NO,27,Femenino,Argentina,NO,Física,Pareja
373667.0,2018-05-15,20:00,NO,21,Femenino,Boliviana,NO,Física,Pareja
373665.0,2018-05-15,04:40,NO,4,Masculino,Argentina,NS/NC,Psicológica,Padre
373665.0,2018-05-15,04:40,NO,9,Masculino,Argentina,NO,Psicológica,Padre
373705.0,2018-05-17,15:00,NO,2,Femenino,Argentina,NO,Psicológica,Padre
373705.0,2018-05-17,15:00,NO,21,Femenino,Argentina,NO,Física,Pareja
373705.0,2018-05-17,15:00,NO,5,Masculino,Argentina,NO,Física,Otra/o conviviente
373746.0,2018-05-19,21:45,NO,11,Femenino,Argentina,NO,Física,Padre
373746.0,2018-05-19,21:45,NO,46,Femenino,Boliviana,NS/NC,Física,Pareja
79363.0,2018-05-19,01:00,NO,47,Femenino,Argentina,NS/NC,Física,Pareja
373742.0,2018-05-19,15:30,NO,47,Femenino,Argentina,SI,Física,Pareja
373746.0,2018-05-19,21:45,NO,14,Masculino,Argentina,NS/NC,Física,Padre
373781.0,2018-05-21,14:00,NO,18,Femenino,Argentina,NO,Psicológica,Padre
278882.0,2018-05-21,14:00,NS/NC,2,Femenino,Argentina,NS/NC,Psicológica,Padre
343906.0,2018-05-21,15:00,NS/NC,31,Femenino,Argentina,NS/NC,Física,Pareja
373781.0,2018-05-21,14:00,NO,41,Femenino,Uruguaya,NO,Física,Ex pareja
278882.0,2018-05-21,14:00,NS/NC,36,Femenino,Peruana,NS/NC,Física,Ex pareja
373781.0,2018-05-21,14:00,NO,11,Masculino,Argentina,NO,Psicológica,Padre
278882.0,2018-05-21,14:00,NO,,Masculino,Argentina,NS/NC,Psicológica,Padre
373781.0,2018-05-22,07:30,NS/NC,41,Femenino,Uruguaya,NO,Física,Pareja
278882.0,2018-05-22,12:00,NO,36,Femenino,Peruana,NS/NC,Física,Ex pareja
373781.0,2018-05-22,07:30,NS/NC,18,Femenino,Argentina,NO,Psicológica,Padrastro
278882.0,2018-05-22,12:00,NO,2,Femenino,Argentina,NS/NC,Psicológica,Padre
278882.0,2018-05-22,12:00,NO,,Masculino,Argentina,NS/NC,Psicológica,Padre
373781.0,2018-05-22,07:30,NO,11,Masculino,Argentina,NO,Psicológica,Padrastro
373811.0,2018-05-23,23:30,NO,5,Masculino,Argentina,NO,Psicológica,Padre
373811.0,2018-05-23,23:30,NO,27,Femenino,Argentina,NO,Económica y física,Pareja
373848.0,2018-05-24,20:15,NO,21,Femenino,Argentina,NS/NC,Física,Padrastro
360969.0,2018-05-24,22:00,NO,12,Masculino,NS/NC,NS/NC,Psicológica,Otra/o conviviente
360969.0,2018-05-24,22:00,NO,34,Masculino,Paraguaya,NS/NC,Física,Ex pareja
373859.0,2018-05-25,16:30,NO,2,Femenino,Argentina,NO,Psicológica,Padre
373855.0,2018-05-25,10:30,NO,8,Femenino,Boliviana,NS/NC,Física,Padre
373855.0,2018-05-25,10:30,NO,29,Femenino,Boliviana,NO,Económica y física,Pareja
373859.0,2018-05-25,16:30,NO,30,Femenino,Argentina,NO,Física,Pareja
373859.0,2018-05-25,16:30,NO,,Masculino,Argentina,NO,Psicológica,Padre
373859.0,2018-05-25,16:30,NO,11,Masculino,Argentina,NO,Física,Padre
373859.0,2018-05-25,16:30,NO,14,Masculino,Argentina,NO,Física,Padrastro
345109.0,2018-05-26,12:00,NS/NC,9,Femenino,Argentina,NS/NC,Psicológica,Padre
345109.0,2018-05-26,12:00,NS/NC,25,Femenino,Argentina,NO,Psicológica,Ex pareja
373863.0,2018-05-26,14:30,NO,31,Femenino,Boliviana,NO,Económica y física,Pareja
361507.0,2018-05-27,09:00,NS/NC,,Femenino,Argentina,NS/NC,Psicológica,Padre
361507.0,2018-05-27,09:00,NO,25,Femenino,Argentina,NO,Física,Pareja
373486.0,2018-05-28,22:30,NO,32,Femenino,Argentina,NS/NC,Física,Ex pareja
373907.0,2018-05-28,20:30,NO,33,Femenino,Paraguaya,NS/NC,Física,Ex pareja
361507.0,2018-05-28,09:00,NO,,Femenino,Argentina,NO,Psicológica,Padre
362504.0,2018-05-28,13:30,NO,5,Masculino,Argentina,NS/NC,Psicológica,Padrastro
362504.0,2018-05-28,20:00,NO,31,Femenino,Argentina,NS/NC,Física,Pareja
373907.0,2018-05-28,20:30,NS/NC,13,Femenino,Paraguaya,NS/NC,Psicológica,Otro/a no conviviente
361507.0,2018-05-28,09:00,NO,25,Femenino,Argentina,NS/NC,Física y Sexual,Pareja
373897.0,2018-05-28,10:15,NO,24,Femenino,Argentina,NO,Económica y física,Pareja
373907.0,2018-05-28,20:30,NS/NC,10,Masculino,Argentina,NS/NC,Física,Otro/a no conviviente
362504.0,2018-05-28,13:30,NS/NC,31,Femenino,Argentina,NO,Física,Pareja
373907.0,2018-05-28,20:30,NO,4,Masculino,Argentina,NS/NC,Psicológica,Padre
203900.0,2018-05-28,03:30,NO,13,Masculino,Argentina,NS/NC,Física,Padre
373486.0,2018-05-28,22:30,NO,5,Masculino,Argentina,NS/NC,Psicológica,Otro/a no conviviente
362504.0,2018-05-28,13:30,NO,11,Masculino,Argentina,NS/NC,Psicológica,Padrastro
168496.0,2018-05-29,09:00,NO,33,Femenino,Paraguaya,NS/NC,Física y Sexual,Pareja
168496.0,2018-05-29,09:00,NO,5,Masculino,Argentina,NS/NC,Psicológica,Padre
361875.0,2018-05-30,09:25,NO,5,Femenino,Argentina,NO,Física,Padre
361875.0,2018-05-30,09:25,NO,27,Femenino,Argentina,NO,Física y Sexual,Ex pareja
373943.0,2018-05-30,04:00,SI,27,Femenino,Argentina,NO,Económica y física,Pareja
373943.0,2018-05-30,20:30,SI,27,Femenino,Argentina,NO,Física,Pareja
361875.0,2018-05-30,09:25,NO,4,Masculino,Argentina,SI,Física,Padre
43833.0,2018-05-31,02:30,NO,5,Masculino,Argentina,NS/NC,Psicológica,Padre
373960.0,2018-05-31,11:00,NO,,Masculino,Argentina,NO,Psicológica,Padre
373960.0,2018-05-31,21:00,NO,40,Femenino,Boliviana,NO,Física,Pareja
373962.0,2018-05-31,15:30,NO,13,Femenino,Boliviana,NO,Psicológica,Padre
373962.0,2018-05-31,15:30,NO,38,Femenino,Boliviana,NO,Económica y física,Pareja
43833.0,2018-05-31,02:30,NO,24,Femenino,Argentina,NO,Psicológica,Pareja
373960.0,2018-05-31,11:00,NO,40,Femenino,Boliviana,NO,Física,Pareja
373962.0,2018-05-31,15:30,NO,10,Masculino,Boliviana,SI,Psicológica,Padre
373962.0,2018-05-31,15:30,NO,10,Masculino,Boliviana,NO,Psicológica,Padre
373960.0,2018-05-31,21:00,NO,7,Masculino,Argentina,NO,Psicológica,Padre
373960.0,2018-05-31,21:00,NO,,Masculino,Argentina,NO,Psicológica,Padre
43833.0,2018-05-31,02:30,NO,2,Masculino,Argentina,NS/NC,Psicológica,Padre
43833.0,2018-05-31,02:30,NO,7,Masculino,Argentina,NS/NC,Psicológica,Padre
373962.0,2018-05-31,15:30,NO,9,Masculino,Argentina,NO,Psicológica,Padre
373960.0,2018-05-31,11:00,NO,7,Masculino,Argentina,NO,Psicológica,Padre
373980.0,2018-06-01,16:35,NS/NC,23,Femenino,Argentina,NO,Psicológica,Pareja
373980.0,2018-06-01,16:35,NO,3,Femenino,Argentina,NO,Física,Padre
359100.0,2018-06-02,09:00,NO,,Femenino,Argentina,NO,Psicológica,Padre
359100.0,2018-06-02,09:00,NO,19,Femenino,Argentina,NO,Física,Pareja
374002.0,2018-06-03,13:30,NS/NC,29,Femenino,Argentina,NO,Económica y física,Pareja
374018.0,2018-06-04,13:50,NO,2,Femenino,Argentina,NO,Psicológica,Padre
374018.0,2018-06-04,13:50,NO,20,Femenino,Argentina,NO,Psicológica,Ex pareja
374044.0,2018-06-06,22:00,NO,31,Femenino,Argentina,NO,Física,Ex pareja
374044.0,2018-06-06,22:00,NO,7,Masculino,Argentina,NO,Física,Padre
374049.0,2018-06-06,13:00,NO,32,Femenino,Argentina,NO,Física,Ex pareja
374044.0,2018-06-06,22:00,NO,,Femenino,Argentina,NO,Psicológica,Padre
362504.0,2018-06-06,08:30,NO,31,Femenino,Argentina,NO,Física,Ex pareja
374045.0,2018-06-06,11:20,NO,84,Femenino,Argentina,NS/NC,Física,Hijo/a
374049.0,2018-06-06,13:00,NO,9,Masculino,Argentina,NO,Psicológica,Padre
374049.0,2018-06-06,13:00,NO,7,Masculino,Argentina,NO,Psicológica,Padre
374049.0,2018-06-06,13:00,NO,5,Masculino,Argentina,NO,Psicológica,Padre
374044.0,2018-06-06,22:00,NO,14,Masculino,Argentina,NO,Física,Padre
374070.0,2018-06-07,21:05,NO,24,Femenino,Argentina,NO,Física,Pareja
374090.0,2018-06-08,16:00,NO,3,Femenino,Argentina,NO,Física,Padre
374090.0,2018-06-08,16:00,NO,38,Femenino,Boliviana,NS/NC,Física,Pareja
374090.0,2018-06-08,22:00,NS/NC,38,Femenino,Boliviana,NS/NC,Física,Pareja
374100.0,2018-06-08,01:15,NO,30,Femenino,Argentina,SI,Física,Madre
374090.0,2018-06-08,16:00,NO,14,Femenino,Argentina,NO,Física,Padre
374090.0,2018-06-08,22:00,NO,2,Femenino,Argentina,NO,Física,Padre
374090.0,2018-06-08,16:00,NO,,Femenino,Argentina,NO,Física,Padre
234339.0,2018-06-09,23:30,NO,15,Femenino,Argentina,NO,Psicológica,Padrastro
374134.0,2018-06-10,17:00,NO,4,Femenino,Argentina,NO,Física,Padrastro
374134.0,2018-06-10,17:00,NO,36,Femenino,Argentina,NO,Física,Pareja
374151.0,2018-06-11,12:00,NO,2,Femenino,Argentina,NO,Psicológica,Padre
374140.0,2018-06-11,01:00,NO,42,Femenino,Argentina,NO,Física,Pareja
374151.0,2018-06-11,12:00,NO,34,Femenino,Argentina,NO,Física,Pareja
374176.0,2018-06-12,14:00,NO,29,Masculino,Argentina,NS/NC,Física,Pareja
374159.0,2018-06-12,08:30,NO,3,Femenino,Argentina,NO,Psicológica,Padre
374176.0,2018-06-12,14:00,SI,8,Femenino,Argentina,NO,Física,Padre
374176.0,2018-06-12,14:00,SI,4,Femenino,Argentina,NO,Física,Padre
374176.0,2018-06-12,14:00,NO,,Femenino,Argentina,NO,Física,Padre
374159.0,2018-06-12,08:30,NO,42,Femenino,Paraguaya,NO,Psicológica,Ex pareja
374176.0,2018-06-12,14:00,SI,3,Masculino,Argentina,NO,Física,Padre
374176.0,2018-06-12,14:00,SI,6,Masculino,Argentina,NO,Física,Padre
374159.0,2018-06-12,08:30,NO,,Masculino,Argentina,NO,Psicológica,Padre
374182.0,2018-06-13,08:30,NO,14,Femenino,Argentina,NO,Física,Madre
374176.0,2018-06-13,09:00,NS/NC,8,Femenino,Argentina,NO,Física,Padre
374176.0,2018-06-13,09:00,NO,4,Femenino,Argentina,NO,Física,Padre
374176.0,2018-06-13,09:00,NO,,Femenino,Argentina,NO,Psicológica,Padre
374196.0,2018-06-13,17:00,NO,11,Femenino,Argentina,NO,Física,Otra/o conviviente
374176.0,2018-06-13,09:00,NO,29,Masculino,Argentina,NS/NC,Física,Ex pareja
374176.0,2018-06-13,09:00,NO,3,Masculino,Argentina,NO,Física,Padre
374176.0,2018-06-13,09:00,NO,6,Masculino,Argentina,NO,Física,Padre
374211.0,2018-06-14,15:00,NO,3,Femenino,Argentina,NS/NC,Física,Otra/o conviviente
374211.0,2018-06-14,15:00,NO,18,Femenino,Argentina,NO,Física,Hermano/a
374200.0,2018-06-14,01:30,NO,6,Femenino,Argentina,NO,Psicológica,Padre
374200.0,2018-06-14,08:00,NO,6,Femenino,Argentina,NO,Psicológica,Padre
374200.0,2018-06-14,08:00,NO,28,Femenino,Paraguaya,NS/NC,Física,Pareja
374200.0,2018-06-14,01:30,NO,28,Femenino,Paraguaya,NO,Física,Ex pareja
374211.0,2018-06-14,15:00,NO,13,Femenino,Argentina,NO,Física,Hermano/a
374211.0,2018-06-14,15:00,NO,,Femenino,Argentina,NO,Física,Otra/o conviviente
374192.0,2018-06-14,10:30,SI,16,Femenino,Argentina,NO,Psicológica,Padre
374211.0,2018-06-15,11:30,NO,3,Femenino,Argentina,NO,Física,Otra/o conviviente
374231.0,2018-06-15,21:00,NO,5,Masculino,Argentina,SI,Física,Padre
374231.0,2018-06-15,21:00,NO,17,Masculino,Argentina,NS/NC,Psicológica,Padrastro
374211.0,2018-06-15,11:30,NO,,Femenino,Argentina,NO,Física,Otra/o conviviente
374230.0,2018-06-15,20:00,NS/NC,36,Femenino,Paraguaya,NS/NC,Física,Ex pareja
374211.0,2018-06-15,11:30,NO,18,Femenino,Argentina,NO,Física,Hermano/a
374211.0,2018-06-15,11:30,NO,13,Femenino,Argentina,NO,Física,Hermano/a
374231.0,2018-06-15,21:00,NO,42,Femenino,Argentina,NO,Económica y física,Pareja
374244.0,2018-06-16,20:30,NO,23,Femenino,Argentina,NO,Física,Ex pareja
374244.0,2018-06-16,20:30,NO,3,Femenino,Argentina,NO,Psicológica,Padre
374244.0,2018-06-16,20:30,NO,6,Masculino,Argentina,NO,Psicológica,Padrastro
201010.0,2018-06-17,16:45,NO,78,Masculino,Argentina,SI,Física,Hijo/a
374274.0,2018-06-17,01:40,NO,38,Femenino,Uruguaya,NO,Física,Pareja
374265.0,2018-06-17,16:00,NO,18,Masculino,Argentina,NO,Física,Padre
374244.0,2018-06-18,09:30,NS/NC,23,Femenino,Argentina,NO,Física,Ex pareja
374292.0,2018-06-18,20:00,NO,5,Masculino,Argentina,NO,Física,Padre
374244.0,2018-06-18,09:30,NO,3,Femenino,Argentina,NO,Psicológica,Padre
374292.0,2018-06-18,20:00,NO,2,Femenino,Argentina,NS/NC,Psicológica,Padre
374292.0,2018-06-18,20:00,NO,38,Femenino,Argentina,NS/NC,Física,Pareja
374292.0,2018-06-18,20:00,NO,18,Femenino,Argentina,NO,Psicológica,Padrastro
374231.0,2018-06-18,08:30,NO,17,Femenino,Argentina,NO,Psicológica,Padrastro
374231.0,2018-06-18,08:30,NO,42,Femenino,Argentina,NO,Física,Pareja
374292.0,2018-06-18,20:00,NO,5,Masculino,Argentina,NO,Física,Padre
374244.0,2018-06-18,09:30,NO,6,Masculino,Argentina,NO,Psicológica,Padrastro
374294.0,2018-06-18,21:00,NO,52,Masculino,Argentina,NO,Económica,Pareja
374231.0,2018-06-18,08:30,NO,5,Masculino,Argentina,SI,Psicológica,Padre
374302.0,2018-06-19,20:35,NO,31,Femenino,Boliviana,NO,Física,Pareja
374275.0,2018-06-19,09:30,NS/NC,75,Masculino,Argentina,NO,Física,Hijo/a
62580.0,2018-06-20,10:30,NS/NC,40,Femenino,Argentina,NO,Física,Otra/o conviviente
374319.0,2018-06-20,20:00,NS/NC,23,Masculino,Peruana,NO,Física,Pareja
374319.0,2018-06-20,20:00,NO,,Masculino,Argentina,NO,Física,Padre
374330.0,2018-06-21,14:30,NO,8,Masculino,Argentina,NS/NC,Psicológica,Padrastro
374330.0,2018-06-21,14:30,NO,26,Femenino,Argentina,NO,Física,Pareja
374330.0,2018-06-21,14:30,NO,,Femenino,Argentina,NO,Física,Padre
374306.0,2018-06-21,08:15,SI,20,Femenino,Argentina,NS/NC,Física,Pareja
200155.0,2018-06-22,13:00,NO,10,Masculino,Argentina,NS/NC,Psicológica,Padre
200155.0,2018-06-22,13:00,NO,,Masculino,Argentina,NS/NC,Psicológica,Padre
374344.0,2018-06-22,16:00,NO,,Femenino,Argentina,NO,Económica,Padre
374336.0,2018-06-22,03:15,NO,3,Femenino,Argentina,NO,Física,Padrastro
200155.0,2018-06-22,13:00,NO,39,Femenino,Argentina,NS/NC,Física,Pareja
200155.0,2018-06-22,13:00,NO,12,Femenino,Argentina,NO,Psicológica,Padre
200155.0,2018-06-22,13:00,NO,8,Femenino,Argentina,NO,Psicológica,Padre
374344.0,2018-06-22,16:00,NS/NC,13,Femenino,Argentina,NO,Psicológica,Padrastro
200155.0,2018-06-22,13:00,NO,5,Femenino,Argentina,NO,Psicológica,Padre
200155.0,2018-06-22,13:00,NO,4,Femenino,Argentina,NO,Psicológica,Padre
374344.0,2018-06-22,16:00,NO,35,Femenino,Argentina,NO,Económica y física,Pareja
200155.0,2018-06-22,13:00,NO,16,Masculino,Argentina,NO,Psicológica,Otro/a no conviviente
200155.0,2018-06-22,13:00,NO,,Masculino,Argentina,NO,Psicológica,Padre
200155.0,2018-06-22,13:00,NO,6,Masculino,Argentina,NO,Psicológica,Padre
200155.0,2018-06-22,13:00,NO,2,Masculino,Argentina,NO,Psicológica,Padre
374360.0,2018-06-23,16:00,NO,14,Femenino,Argentina,NS/NC,Psicológica,Padre
374360.0,2018-06-23,16:00,NO,5,Femenino,Argentina,NS/NC,Psicológica,Padre
374360.0,2018-06-23,16:00,NO,,Femenino,Argentina,NS/NC,Psicológica,Padre
374360.0,2018-06-23,16:00,NO,12,Femenino,Argentina,NS/NC,Psicológica,Padre
374355.0,2018-06-23,13:00,NO,54,Femenino,Argentina,NO,Física,Pareja
374355.0,2018-06-23,13:00,NO,15,Femenino,Argentina,NO,Psicológica,Padrastro
374355.0,2018-06-23,13:00,NO,13,Femenino,Argentina,NO,Psicológica,Padrastro
374358.0,2018-06-23,12:00,NO,61,Masculino,Argentina,NS/NC,Física,Pareja
